,primary_title,runtime_minutes,genres,averagerating,original_language,original_title,popularity,vote_average,release_date,production_budget,worldwide_gross,studio,domestic_gross,foreign_gross
76,The Mule,103.0,Crime,6.3,en,The Mule,33.83,6.5,2018-12-14,50000000.0,170857676.0,WB,103800000.0,68700000.0
76,The Mule,103.0,Drama,6.3,en,The Mule,33.83,6.5,2018-12-14,50000000.0,170857676.0,WB,103800000.0,68700000.0
77,The Mule,116.0,Crime,7.1,en,The Mule,6.1610000000000005,6.4,2018-12-14,50000000.0,170857676.0,WB,103800000.0,68700000.0
77,The Mule,116.0,Drama,7.1,en,The Mule,6.1610000000000005,6.4,2018-12-14,50000000.0,170857676.0,WB,103800000.0,68700000.0
77,The Mule,116.0,Thriller,7.1,en,The Mule,6.1610000000000005,6.4,2018-12-14,50000000.0,170857676.0,WB,103800000.0,68700000.0
78,The Mule,116.0,Crime,7.1,en,The Mule,33.83,6.5,2018-12-14,50000000.0,170857676.0,WB,103800000.0,68700000.0
78,The Mule,116.0,Drama,7.1,en,The Mule,33.83,6.5,2018-12-14,50000000.0,170857676.0,WB,103800000.0,68700000.0
78,The Mule,116.0,Thriller,7.1,en,The Mule,33.83,6.5,2018-12-14,50000000.0,170857676.0,WB,103800000.0,68700000.0
79,Tooth Fairy,101.0,Comedy,5.0,en,Tooth Fairy,12.65,5.3,2010-01-22,48000000.0,112610386.0,Fox,60000000.0,52400000.0
79,Tooth Fairy,101.0,Family,5.0,en,Tooth Fairy,12.65,5.3,2010-01-22,48000000.0,112610386.0,Fox,60000000.0,52400000.0
79,Tooth Fairy,101.0,Fantasy,5.0,en,Tooth Fairy,12.65,5.3,2010-01-22,48000000.0,112610386.0,Fox,60000000.0,52400000.0
80,Tooth Fairy,86.0,Horror,2.6,en,Tooth Fairy,12.65,5.3,2010-01-22,48000000.0,112610386.0,Fox,60000000.0,52400000.0
81,Jack and Jill,91.0,Comedy,3.3,en,Jack and Jill,11.277,4.1,2011-11-11,79000000.0,150519217.0,Sony,74200000.0,75500000.0
82,Take Me Home Tonight,97.0,Comedy,6.3,en,Take Me Home Tonight,11.321,6.1,2011-03-04,19000000.0,7576604.0,Rela.,6900000.0,
82,Take Me Home Tonight,97.0,Drama,6.3,en,Take Me Home Tonight,11.321,6.1,2011-03-04,19000000.0,7576604.0,Rela.,6900000.0,
82,Take Me Home Tonight,97.0,Romance,6.3,en,Take Me Home Tonight,11.321,6.1,2011-03-04,19000000.0,7576604.0,Rela.,6900000.0,
83,She's Out of My League,104.0,Comedy,6.4,en,She's Out of My League,7.775,6.1,2010-03-12,20000000.0,48680977.0,Par.,32000000.0,17800000.0
83,She's Out of My League,104.0,Romance,6.4,en,She's Out of My League,7.775,6.1,2010-03-12,20000000.0,48680977.0,Par.,32000000.0,17800000.0
84,The Book Thief,131.0,Drama,7.6,en,The Book Thief,9.034,7.5,2013-11-08,19000000.0,76086711.0,Fox,21500000.0,55100000.0
84,The Book Thief,131.0,War,7.6,en,The Book Thief,9.034,7.5,2013-11-08,19000000.0,76086711.0,Fox,21500000.0,55100000.0
85,Interstellar,169.0,Adventure,8.6,en,Interstellar,28.44,8.2,2014-11-05,165000000.0,666379375.0,Par.,188000000.0,489400000.0
85,Interstellar,169.0,Drama,8.6,en,Interstellar,28.44,8.2,2014-11-05,165000000.0,666379375.0,Par.,188000000.0,489400000.0
85,Interstellar,169.0,Sci-Fi,8.6,en,Interstellar,28.44,8.2,2014-11-05,165000000.0,666379375.0,Par.,188000000.0,489400000.0
86,World War Z,116.0,Action,7.0,en,World War Z,14.582,6.7,2013-06-21,190000000.0,531514650.0,Par.,202400000.0,337600000.0
86,World War Z,116.0,Adventure,7.0,en,World War Z,14.582,6.7,2013-06-21,190000000.0,531514650.0,Par.,202400000.0,337600000.0
86,World War Z,116.0,Horror,7.0,en,World War Z,14.582,6.7,2013-06-21,190000000.0,531514650.0,Par.,202400000.0,337600000.0
87,Flipped,90.0,Comedy,7.7,en,Flipped,9.781,7.4,2010-08-06,14000000.0,4289993.0,WB,1800000.0,
87,Flipped,90.0,Drama,7.7,en,Flipped,9.781,7.4,2010-08-06,14000000.0,4289993.0,WB,1800000.0,
87,Flipped,90.0,Romance,7.7,en,Flipped,9.781,7.4,2010-08-06,14000000.0,4289993.0,WB,1800000.0,
88,Flipped,90.0,Comedy,7.7,en,Flipped,0.962,7.0,2010-08-06,14000000.0,4289993.0,WB,1800000.0,
88,Flipped,90.0,Drama,7.7,en,Flipped,0.962,7.0,2010-08-06,14000000.0,4289993.0,WB,1800000.0,
88,Flipped,90.0,Romance,7.7,en,Flipped,0.962,7.0,2010-08-06,14000000.0,4289993.0,WB,1800000.0,
89,Flipped,90.0,Drama,6.0,en,Flipped,9.781,7.4,2010-08-06,14000000.0,4289993.0,WB,1800000.0,
89,Flipped,90.0,Thriller,6.0,en,Flipped,9.781,7.4,2010-08-06,14000000.0,4289993.0,WB,1800000.0,
90,Flipped,90.0,Drama,6.0,en,Flipped,0.962,7.0,2010-08-06,14000000.0,4289993.0,WB,1800000.0,
90,Flipped,90.0,Thriller,6.0,en,Flipped,0.962,7.0,2010-08-06,14000000.0,4289993.0,WB,1800000.0,
91,Valentine's Day,125.0,Comedy,5.7,en,Valentine's Day,11.187,5.8,2010-02-12,52000000.0,217569328.0,WB (NL),110500000.0,106000000.0
91,Valentine's Day,125.0,Romance,5.7,en,Valentine's Day,11.187,5.8,2010-02-12,52000000.0,217569328.0,WB (NL),110500000.0,106000000.0
92,Priest,87.0,Action,5.7,en,Priest,15.318,5.5,2011-05-13,60000000.0,84154026.0,SGem,29100000.0,49200000.0
92,Priest,87.0,Adventure,5.7,en,Priest,15.318,5.5,2011-05-13,60000000.0,84154026.0,SGem,29100000.0,49200000.0
92,Priest,87.0,Fantasy,5.7,en,Priest,15.318,5.5,2011-05-13,60000000.0,84154026.0,SGem,29100000.0,49200000.0
93,Dracula Untold,92.0,Action,6.3,en,Dracula Untold,29.043000000000006,6.2,2014-10-10,70000000.0,220241723.0,Uni.,56300000.0,160800000.0
93,Dracula Untold,92.0,Drama,6.3,en,Dracula Untold,29.043000000000006,6.2,2014-10-10,70000000.0,220241723.0,Uni.,56300000.0,160800000.0
93,Dracula Untold,92.0,Fantasy,6.3,en,Dracula Untold,29.043000000000006,6.2,2014-10-10,70000000.0,220241723.0,Uni.,56300000.0,160800000.0
94,Hotel Transylvania,91.0,Animation,7.1,en,Hotel Transylvania,15.318,6.9,2012-09-28,85000000.0,378505812.0,Sony,148300000.0,210100000.0
94,Hotel Transylvania,91.0,Comedy,7.1,en,Hotel Transylvania,15.318,6.9,2012-09-28,85000000.0,378505812.0,Sony,148300000.0,210100000.0
94,Hotel Transylvania,91.0,Family,7.1,en,Hotel Transylvania,15.318,6.9,2012-09-28,85000000.0,378505812.0,Sony,148300000.0,210100000.0
95,The Town,125.0,Crime,7.6,en,The Town,13.476,7.1,2010-09-17,37000000.0,152566881.0,WB,92200000.0,61800000.0
95,The Town,125.0,Drama,7.6,en,The Town,13.476,7.1,2010-09-17,37000000.0,152566881.0,WB,92200000.0,61800000.0
95,The Town,125.0,Thriller,7.6,en,The Town,13.476,7.1,2010-09-17,37000000.0,152566881.0,WB,92200000.0,61800000.0
96,The Kids Are All Right,106.0,Comedy,7.0,en,The Kids Are All Right,8.426,6.6,2010-07-09,4000000.0,36275469.0,Focus,20800000.0,13900000.0
96,The Kids Are All Right,106.0,Drama,7.0,en,The Kids Are All Right,8.426,6.6,2010-07-09,4000000.0,36275469.0,Focus,20800000.0,13900000.0
96,The Kids Are All Right,106.0,Romance,7.0,en,The Kids Are All Right,8.426,6.6,2010-07-09,4000000.0,36275469.0,Focus,20800000.0,13900000.0
97,Epic,102.0,Adventure,6.7,en,Epic,13.995,6.4,2013-05-24,100000000.0,262794441.0,Fox,107500000.0,160900000.0
97,Epic,102.0,Animation,6.7,en,Epic,13.995,6.4,2013-05-24,100000000.0,262794441.0,Fox,107500000.0,160900000.0
97,Epic,102.0,Family,6.7,en,Epic,13.995,6.4,2013-05-24,100000000.0,262794441.0,Fox,107500000.0,160900000.0
98,Risen,121.0,Biography,5.3,en,Risen,10.089,5.8,2016-02-19,20000000.0,46255763.0,Sony,36900000.0,9200000.0
98,Risen,121.0,Drama,5.3,en,Risen,10.089,5.8,2016-02-19,20000000.0,46255763.0,Sony,36900000.0,9200000.0
99,Risen,107.0,Action,6.3,en,Risen,10.089,5.8,2016-02-19,20000000.0,46255763.0,Sony,36900000.0,9200000.0
99,Risen,107.0,Adventure,6.3,en,Risen,10.089,5.8,2016-02-19,20000000.0,46255763.0,Sony,36900000.0,9200000.0
99,Risen,107.0,Drama,6.3,en,Risen,10.089,5.8,2016-02-19,20000000.0,46255763.0,Sony,36900000.0,9200000.0
100,The Sweeney,112.0,Action,6.1,en,The Sweeney,6.4,5.9,2013-03-01,4500000.0,8000366.0,EOne,26700.0,6300000.0
100,The Sweeney,112.0,Crime,6.1,en,The Sweeney,6.4,5.9,2013-03-01,4500000.0,8000366.0,EOne,26700.0,6300000.0
100,The Sweeney,112.0,Drama,6.1,en,The Sweeney,6.4,5.9,2013-03-01,4500000.0,8000366.0,EOne,26700.0,6300000.0
101,Mr. Peabody & Sherman,92.0,Adventure,6.8,en,Mr. Peabody & Sherman,12.813,6.6,2014-03-07,145000000.0,269806430.0,Fox,111500000.0,164200000.0
101,Mr. Peabody & Sherman,92.0,Animation,6.8,en,Mr. Peabody & Sherman,12.813,6.6,2014-03-07,145000000.0,269806430.0,Fox,111500000.0,164200000.0
101,Mr. Peabody & Sherman,92.0,Comedy,6.8,en,Mr. Peabody & Sherman,12.813,6.6,2014-03-07,145000000.0,269806430.0,Fox,111500000.0,164200000.0
102,My Soul to Take,107.0,Horror,4.8,en,My Soul to Take,9.808,5.4,2010-10-08,25000000.0,16727470.0,Uni.,14700000.0,6200000.0
102,My Soul to Take,107.0,Mystery,4.8,en,My Soul to Take,9.808,5.4,2010-10-08,25000000.0,16727470.0,Uni.,14700000.0,6200000.0
102,My Soul to Take,107.0,Thriller,4.8,en,My Soul to Take,9.808,5.4,2010-10-08,25000000.0,16727470.0,Uni.,14700000.0,6200000.0
103,Red State,88.0,Action,6.2,en,Red State,7.816,6.1,2011-09-23,4000000.0,1983596.0,SMod,1100000.0,
103,Red State,88.0,Crime,6.2,en,Red State,7.816,6.1,2011-09-23,4000000.0,1983596.0,SMod,1100000.0,
103,Red State,88.0,Horror,6.2,en,Red State,7.816,6.1,2011-09-23,4000000.0,1983596.0,SMod,1100000.0,
104,Please Give,87.0,Comedy,6.6,en,Please Give,5.945,6.3,2010-04-30,3000000.0,4570178.0,SPC,4000000.0,280000.0
104,Please Give,87.0,Drama,6.6,en,Please Give,5.945,6.3,2010-04-30,3000000.0,4570178.0,SPC,4000000.0,280000.0
105,Eat Pray Love,133.0,Drama,5.8,en,Eat Pray Love,9.991,6.0,2010-08-13,60000000.0,206598789.0,Sony,80600000.0,124000000.0
105,Eat Pray Love,133.0,Romance,5.8,en,Eat Pray Love,9.991,6.0,2010-08-13,60000000.0,206598789.0,Sony,80600000.0,124000000.0
106,Sanctum,108.0,Adventure,5.9,en,Sanctum,7.457000000000002,5.9,2011-02-04,30000000.0,108957098.0,Uni.,23200000.0,85400000.0
106,Sanctum,108.0,Drama,5.9,en,Sanctum,7.457000000000002,5.9,2011-02-04,30000000.0,108957098.0,Uni.,23200000.0,85400000.0
106,Sanctum,108.0,Thriller,5.9,en,Sanctum,7.457000000000002,5.9,2011-02-04,30000000.0,108957098.0,Uni.,23200000.0,85400000.0
107,Snitch,112.0,Action,6.5,en,Snitch,0.6,1.0,2013-02-22,15000000.0,57907734.0,LG/S,42900000.0,
107,Snitch,112.0,Drama,6.5,en,Snitch,0.6,1.0,2013-02-22,15000000.0,57907734.0,LG/S,42900000.0,
107,Snitch,112.0,Thriller,6.5,en,Snitch,0.6,1.0,2013-02-22,15000000.0,57907734.0,LG/S,42900000.0,
108,Snitch,112.0,Action,6.5,en,Snitch,0.6,1.0,2012-12-31,850000.0,0.0,LG/S,42900000.0,
108,Snitch,112.0,Drama,6.5,en,Snitch,0.6,1.0,2012-12-31,850000.0,0.0,LG/S,42900000.0,
108,Snitch,112.0,Thriller,6.5,en,Snitch,0.6,1.0,2012-12-31,850000.0,0.0,LG/S,42900000.0,
109,Snitch,112.0,Action,6.5,en,Snitch,16.673,5.9,2013-02-22,15000000.0,57907734.0,LG/S,42900000.0,
109,Snitch,112.0,Drama,6.5,en,Snitch,16.673,5.9,2013-02-22,15000000.0,57907734.0,LG/S,42900000.0,
109,Snitch,112.0,Thriller,6.5,en,Snitch,16.673,5.9,2013-02-22,15000000.0,57907734.0,LG/S,42900000.0,
110,Snitch,112.0,Action,6.5,en,Snitch,16.673,5.9,2012-12-31,850000.0,0.0,LG/S,42900000.0,
110,Snitch,112.0,Drama,6.5,en,Snitch,16.673,5.9,2012-12-31,850000.0,0.0,LG/S,42900000.0,
110,Snitch,112.0,Thriller,6.5,en,Snitch,16.673,5.9,2012-12-31,850000.0,0.0,LG/S,42900000.0,
111,The Wedding Ringer,101.0,Comedy,6.7,en,The Wedding Ringer,15.876,6.5,2015-01-16,23000000.0,80171596.0,SGem,64500000.0,15300000.0
112,The Switch,101.0,Comedy,6.1,en,The Switch,7.745,6.1,2010-08-20,19000000.0,49858465.0,Mira.,27800000.0,22100000.0
112,The Switch,101.0,Drama,6.1,en,The Switch,7.745,6.1,2010-08-20,19000000.0,49858465.0,Mira.,27800000.0,22100000.0
112,The Switch,101.0,Romance,6.1,en,The Switch,7.745,6.1,2010-08-20,19000000.0,49858465.0,Mira.,27800000.0,22100000.0
113,Letters to Juliet,105.0,Adventure,6.6,en,Letters to Juliet,9.394,6.9,2010-05-14,30000000.0,82148538.0,Sum.,53000000.0,26100000.0
113,Letters to Juliet,105.0,Comedy,6.6,en,Letters to Juliet,9.394,6.9,2010-05-14,30000000.0,82148538.0,Sum.,53000000.0,26100000.0
113,Letters to Juliet,105.0,Drama,6.6,en,Letters to Juliet,9.394,6.9,2010-05-14,30000000.0,82148538.0,Sum.,53000000.0,26100000.0
114,How to Train Your Dragon,98.0,Action,8.1,en,How to Train Your Dragon,28.734,7.7,2010-03-26,165000000.0,494870992.0,P/DW,217600000.0,277300000.0
114,How to Train Your Dragon,98.0,Adventure,8.1,en,How to Train Your Dragon,28.734,7.7,2010-03-26,165000000.0,494870992.0,P/DW,217600000.0,277300000.0
114,How to Train Your Dragon,98.0,Animation,8.1,en,How to Train Your Dragon,28.734,7.7,2010-03-26,165000000.0,494870992.0,P/DW,217600000.0,277300000.0
115,Shrek Forever After,93.0,Adventure,6.3,en,Shrek Forever After,15.041,6.1,2010-05-21,165000000.0,756244673.0,P/DW,238700000.0,513900000.0
115,Shrek Forever After,93.0,Animation,6.3,en,Shrek Forever After,15.041,6.1,2010-05-21,165000000.0,756244673.0,P/DW,238700000.0,513900000.0
115,Shrek Forever After,93.0,Comedy,6.3,en,Shrek Forever After,15.041,6.1,2010-05-21,165000000.0,756244673.0,P/DW,238700000.0,513900000.0
116,The Hobbit: An Unexpected Journey,169.0,Adventure,7.9,en,The Hobbit: An Unexpected Journey,26.939,7.2,2012-12-14,250000000.0,1017003568.0,WB (NL),303000000.0,718100000.0
116,The Hobbit: An Unexpected Journey,169.0,Family,7.9,en,The Hobbit: An Unexpected Journey,26.939,7.2,2012-12-14,250000000.0,1017003568.0,WB (NL),303000000.0,718100000.0
116,The Hobbit: An Unexpected Journey,169.0,Fantasy,7.9,en,The Hobbit: An Unexpected Journey,26.939,7.2,2012-12-14,250000000.0,1017003568.0,WB (NL),303000000.0,718100000.0
117,The Legend of Tarzan,110.0,Action,6.3,en,The Legend of Tarzan,14.797,5.8,2016-07-01,180000000.0,348902025.0,WB,126600000.0,230100000.0
117,The Legend of Tarzan,110.0,Adventure,6.3,en,The Legend of Tarzan,14.797,5.8,2016-07-01,180000000.0,348902025.0,WB,126600000.0,230100000.0
117,The Legend of Tarzan,110.0,Drama,6.3,en,The Legend of Tarzan,14.797,5.8,2016-07-01,180000000.0,348902025.0,WB,126600000.0,230100000.0
118,Rabbit Hole,91.0,Drama,7.0,en,Rabbit Hole,9.389,6.8,2010-12-17,5000000.0,6205034.0,LGF,2200000.0,2900000.0
119,The Last Airbender,103.0,Action,4.1,en,The Last Airbender,16.595,4.6,2010-07-01,150000000.0,319713881.0,Par.,131800000.0,187900000.0
119,The Last Airbender,103.0,Adventure,4.1,en,The Last Airbender,16.595,4.6,2010-07-01,150000000.0,319713881.0,Par.,131800000.0,187900000.0
119,The Last Airbender,103.0,Family,4.1,en,The Last Airbender,16.595,4.6,2010-07-01,150000000.0,319713881.0,Par.,131800000.0,187900000.0
120,Salt,100.0,Action,6.4,en,Salt,13.025,6.3,2010-07-23,130000000.0,290650494.0,Sony,118300000.0,175200000.0
120,Salt,100.0,Mystery,6.4,en,Salt,13.025,6.3,2010-07-23,130000000.0,290650494.0,Sony,118300000.0,175200000.0
120,Salt,100.0,Thriller,6.4,en,Salt,13.025,6.3,2010-07-23,130000000.0,290650494.0,Sony,118300000.0,175200000.0
121,Salt,100.0,Action,6.4,en,Salt,0.632,1.0,2010-07-23,130000000.0,290650494.0,Sony,118300000.0,175200000.0
121,Salt,100.0,Mystery,6.4,en,Salt,0.632,1.0,2010-07-23,130000000.0,290650494.0,Sony,118300000.0,175200000.0
121,Salt,100.0,Thriller,6.4,en,Salt,0.632,1.0,2010-07-23,130000000.0,290650494.0,Sony,118300000.0,175200000.0
122,Source Code,93.0,Action,7.5,en,Source Code,13.495,7.2,2011-04-01,32000000.0,140428499.0,Sum.,54700000.0,92600000.0
122,Source Code,93.0,Drama,7.5,en,Source Code,13.495,7.2,2011-04-01,32000000.0,140428499.0,Sum.,54700000.0,92600000.0
122,Source Code,93.0,Sci-Fi,7.5,en,Source Code,13.495,7.2,2011-04-01,32000000.0,140428499.0,Sum.,54700000.0,92600000.0
123,Black Swan,108.0,Drama,8.0,en,Black Swan,13.745,7.6,2010-12-03,13000000.0,331266710.0,FoxS,107000000.0,222400000.0
123,Black Swan,108.0,Thriller,8.0,en,Black Swan,13.745,7.6,2010-12-03,13000000.0,331266710.0,FoxS,107000000.0,222400000.0
124,Green Zone,115.0,Action,6.8,en,Green Zone,11.519,6.4,2010-03-12,100000000.0,97523020.0,Uni.,35100000.0,59800000.0
124,Green Zone,115.0,Drama,6.8,en,Green Zone,11.519,6.4,2010-03-12,100000000.0,97523020.0,Uni.,35100000.0,59800000.0
124,Green Zone,115.0,Thriller,6.8,en,Green Zone,11.519,6.4,2010-03-12,100000000.0,97523020.0,Uni.,35100000.0,59800000.0
125,The Amazing Spider-Man,136.0,Action,7.0,en,The Amazing Spider-Man,24.391,6.5,2012-07-03,220000000.0,757890267.0,Sony,262000000.0,495900000.0
125,The Amazing Spider-Man,136.0,Adventure,7.0,en,The Amazing Spider-Man,24.391,6.5,2012-07-03,220000000.0,757890267.0,Sony,262000000.0,495900000.0
125,The Amazing Spider-Man,136.0,Sci-Fi,7.0,en,The Amazing Spider-Man,24.391,6.5,2012-07-03,220000000.0,757890267.0,Sony,262000000.0,495900000.0
126,The Killer Inside Me,109.0,Crime,6.1,en,The Killer Inside Me,7.0870000000000015,5.9,2010-06-18,13000000.0,3617277.0,IFC,217000.0,3800000.0
126,The Killer Inside Me,109.0,Drama,6.1,en,The Killer Inside Me,7.0870000000000015,5.9,2010-06-18,13000000.0,3617277.0,IFC,217000.0,3800000.0
126,The Killer Inside Me,109.0,Horror,6.1,en,The Killer Inside Me,7.0870000000000015,5.9,2010-06-18,13000000.0,3617277.0,IFC,217000.0,3800000.0
127,Robin Hood,140.0,Action,6.6,en,Robin Hood,15.444,6.3,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
127,Robin Hood,140.0,Adventure,6.6,en,Robin Hood,15.444,6.3,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
127,Robin Hood,140.0,Drama,6.6,en,Robin Hood,15.444,6.3,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
128,Robin Hood,140.0,Action,6.6,en,Robin Hood,15.444,6.3,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
128,Robin Hood,140.0,Adventure,6.6,en,Robin Hood,15.444,6.3,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
128,Robin Hood,140.0,Drama,6.6,en,Robin Hood,15.444,6.3,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
129,Robin Hood,140.0,Action,6.6,en,Storybook Classics - Robin Hood,0.68,5.7,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
129,Robin Hood,140.0,Adventure,6.6,en,Storybook Classics - Robin Hood,0.68,5.7,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
129,Robin Hood,140.0,Drama,6.6,en,Storybook Classics - Robin Hood,0.68,5.7,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
130,Robin Hood,140.0,Action,6.6,en,Storybook Classics - Robin Hood,0.68,5.7,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
130,Robin Hood,140.0,Adventure,6.6,en,Storybook Classics - Robin Hood,0.68,5.7,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
130,Robin Hood,140.0,Drama,6.6,en,Storybook Classics - Robin Hood,0.68,5.7,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
131,Robin Hood,140.0,Action,6.6,en,Robin Hood,39.975,5.8,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
131,Robin Hood,140.0,Adventure,6.6,en,Robin Hood,39.975,5.8,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
131,Robin Hood,140.0,Drama,6.6,en,Robin Hood,39.975,5.8,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
132,Robin Hood,140.0,Action,6.6,en,Robin Hood,39.975,5.8,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
132,Robin Hood,140.0,Adventure,6.6,en,Robin Hood,39.975,5.8,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
132,Robin Hood,140.0,Drama,6.6,en,Robin Hood,39.975,5.8,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
133,Robin Hood,92.0,Action,6.3,en,Robin Hood,15.444,6.3,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
133,Robin Hood,92.0,Drama,6.3,en,Robin Hood,15.444,6.3,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
134,Robin Hood,92.0,Action,6.3,en,Robin Hood,15.444,6.3,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
134,Robin Hood,92.0,Drama,6.3,en,Robin Hood,15.444,6.3,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
135,Robin Hood,92.0,Action,6.3,en,Storybook Classics - Robin Hood,0.68,5.7,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
135,Robin Hood,92.0,Drama,6.3,en,Storybook Classics - Robin Hood,0.68,5.7,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
136,Robin Hood,92.0,Action,6.3,en,Storybook Classics - Robin Hood,0.68,5.7,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
136,Robin Hood,92.0,Drama,6.3,en,Storybook Classics - Robin Hood,0.68,5.7,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
137,Robin Hood,92.0,Action,6.3,en,Robin Hood,39.975,5.8,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
137,Robin Hood,92.0,Drama,6.3,en,Robin Hood,39.975,5.8,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
138,Robin Hood,92.0,Action,6.3,en,Robin Hood,39.975,5.8,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
138,Robin Hood,92.0,Drama,6.3,en,Robin Hood,39.975,5.8,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
139,Robin Hood,116.0,Action,5.3,en,Robin Hood,15.444,6.3,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
139,Robin Hood,116.0,Adventure,5.3,en,Robin Hood,15.444,6.3,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
139,Robin Hood,116.0,Thriller,5.3,en,Robin Hood,15.444,6.3,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
140,Robin Hood,116.0,Action,5.3,en,Robin Hood,15.444,6.3,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
140,Robin Hood,116.0,Adventure,5.3,en,Robin Hood,15.444,6.3,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
140,Robin Hood,116.0,Thriller,5.3,en,Robin Hood,15.444,6.3,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
141,Robin Hood,116.0,Action,5.3,en,Storybook Classics - Robin Hood,0.68,5.7,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
141,Robin Hood,116.0,Adventure,5.3,en,Storybook Classics - Robin Hood,0.68,5.7,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
141,Robin Hood,116.0,Thriller,5.3,en,Storybook Classics - Robin Hood,0.68,5.7,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
142,Robin Hood,116.0,Action,5.3,en,Storybook Classics - Robin Hood,0.68,5.7,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
142,Robin Hood,116.0,Adventure,5.3,en,Storybook Classics - Robin Hood,0.68,5.7,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
142,Robin Hood,116.0,Thriller,5.3,en,Storybook Classics - Robin Hood,0.68,5.7,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
143,Robin Hood,116.0,Action,5.3,en,Robin Hood,39.975,5.8,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
143,Robin Hood,116.0,Adventure,5.3,en,Robin Hood,39.975,5.8,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
143,Robin Hood,116.0,Thriller,5.3,en,Robin Hood,39.975,5.8,2010-05-14,210000000.0,322459006.0,Uni.,105300000.0,216400000.0
144,Robin Hood,116.0,Action,5.3,en,Robin Hood,39.975,5.8,2018-11-21,99000000.0,84747441.0,Uni.,105300000.0,216400000.0
